id,title,authors,categories,published_date,publisher,description,price,currency,thumbnail,info_link
8YX2QwGgD8AC,"Introduction to Mediation, Moderation, and Conditional Process Analysis",Andrew F. Hayes,Education,2013-04-22,Guilford Press,"Explaining the fundamentals of mediation and moderation analysis, this engaging book also shows how to integrate the two using an innovative strategy known as conditional process analysis. Procedures are described for testing hypotheses about the mechanisms by which causal effects operate, the conditions under which they occur, and the moderation of mechanisms. Relying on the principles of ordinary least squares regression, Andrew Hayes carefully explains the estimation and interpretation of direct and indirect effects, probing and visualization of interactions, and testing of questions about moderated mediation. Examples using data from published studies illustrate how to conduct and report the analyses described in the book. Of special value, the book introduces and documents PROCESS, a macro for SPSS and SAS that does all the computations described in the book. The companion website (www.afhayes.com) offers free downloads of PROCESS plus data files for the book's examples. Unique features include: *Compelling examples (presumed media influence, sex discrimination in the workplace, and more) with real data; boxes with SAS, SPSS, and PROCESS code; and loads of tips, including how to report mediation, moderation and conditional process analyses. *Appendix that presents documentation on use and features of PROCESS. *Online supplement providing data, code, and syntax for the book's examples.",Not Available,,http://books.google.com/books/content?id=8YX2QwGgD8AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8YX2QwGgD8AC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
txq4TIjm874C,Developing Student Autonomy in Learning,David Boud,Education,1988,Psychology Press,"First Published in 1987. Routledge is an imprint of Taylor & Francis, an informa company.",Not Available,,http://books.google.com/books/content?id=txq4TIjm874C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=txq4TIjm874C&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
7YrxEAAAQBAJ,三國志演義 : Romance of the three kingdoms,Guanzhong Luo,Education,,พีเคพิงเคียว,三國志演義 : Romance of the three kingdoms Guanzhong Luo,Not Available,,http://books.google.com/books/content?id=7YrxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7YrxEAAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
_HIk-fyzou8C,The Romantic Ideology,Jerome J. McGann,Education,1985-02-15,University of Chicago Press,"Claiming that the scholarship and criticism of Romanticism and its works have for too long been dominated by a Romantic ideology—by an uncritical absorption in Romanticism's own self-representations—Jerome J. McGann presents a new, critical view of the subject that calls for a radically revisionary reading of Romanticism. In the course of his study, McGann analyzes both the predominant theories of Romanticism (those deriving from Coleridge, Hegel, and Heine) and the products of its major English practitioners. Words worth, Coleridge, Shelley, and Byron are considered in greatest depth, but the entire movement is subjected to a searching critique. Arguing that poetry is produced and reproduced within concrete historical contexts and that criticism must take these contexts into account, McGann shows how the ideologies embodied in Romantic poetry and theory have shaped and distorted contemporary critical activities.",Not Available,,http://books.google.com/books/content?id=_HIk-fyzou8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_HIk-fyzou8C&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
TDGUgXvNu60C,Israel's Wars,Ahron Bregman,Education,2002,Psychology Press,"During the twentieth century, Israel has achieved notoriety, witnessing almost constant conflict and violence. This book is a masterly account of Israel's wars with the Palestinians and the Arabs. From the 1947-8 Jewish-Palestinian struggle for the possession and mastery of the land of Palestine, through Israel's wars with its Arab neighbours, to theAl-Aqsa Intifada, this book unearths new insights and exposes unknown facts for the first time. It reveals secrets relating to the Soviets' involvement in inciting the June 1967 Six Day War, the Israeli bombing of the American USS Liberty, President Sadat's right-hand man, who was a top agent of Mossad and the Israeli assassinations of leading Palestinians during theAl-Aqsa Intifada.",Not Available,,http://books.google.com/books/content?id=TDGUgXvNu60C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TDGUgXvNu60C&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
b0d_BwAAQBAJ,Mathematical Mindsets,Jo Boaler,Education,2015-11-02,John Wiley & Sons,"Banish math anxiety and give students of all ages a clear roadmap to success Mathematical Mindsets provides practical strategies and activities to help teachers and parents show all children, even those who are convinced that they are bad at math, that they can enjoy and succeed in math. Jo Boaler—Stanford researcher, professor of math education, and expert on math learning—has studied why students don't like math and often fail in math classes. She's followed thousands of students through middle and high schools to study how they learn and to find the most effective ways to unleash the math potential in all students. There is a clear gap between what research has shown to work in teaching math and what happens in schools and at home. This book bridges that gap by turning research findings into practical activities and advice. Boaler translates Carol Dweck's concept of 'mindset' into math teaching and parenting strategies, showing how students can go from self-doubt to strong self-confidence, which is so important to math learning. Boaler reveals the steps that must be taken by schools and parents to improve math education for all. Mathematical Mindsets: Explains how the brain processes mathematics learning Reveals how to turn mistakes and struggles into valuable learning experiences Provides examples of rich mathematical activities to replace rote learning Explains ways to give students a positive math mindset Gives examples of how assessment and grading policies need to change to support real understanding Scores of students hate and fear math, so they end up leaving school without an understanding of basic mathematical concepts. Their evasion and departure hinders math-related pathways and STEM career opportunities. Research has shown very clear methods to change this phenomena, but the information has been confined to research journals—until now. Mathematical Mindsets provides a proven, practical roadmap to mathematics success for any student at any age.",Not Available,,http://books.google.com/books/content?id=b0d_BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=b0d_BwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
FxDOa5CTIrgC,Distributed Leadership,James P. Spillane,Education,2012-06-29,John Wiley & Sons,"James Spillane, the leading expert in Distributed Leadership, shows how leadership happens in everyday practices in schools, through formal routines and informal interactions. He examines the distribution of leadership among administrators, specialists, and teachers in the school, and explains the ways in which leadership practice is stretched over leaders, followers, and aspects of the situation, including routines and tools of various sorts in the organization such as memos, scheduling procedures, and evaluation protocols. This book is a volume in the Jossey-Bass Leadership Library in Education—a series designed to meet the demand for new ideas and insights about leadership in schools.",Not Available,,http://books.google.com/books/content?id=FxDOa5CTIrgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FxDOa5CTIrgC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
RK52DwAAQBAJ,Donald School Textbook of Transvaginal Sonography,"Asim Kurjak, Jose Bajo Arenas",Education,2018-08-16,JP Medical Ltd,"This book is a comprehensive guide to transvaginal sonography for practitioners. Divided into five sections, the text begins with discussion on general aspects of ultrasonography and transvaginal scanning. The following sections cover the use of ultrasonography in a variety if gynaecological and obstetrical circumstances. The final sections cover Doppler sonography and 3D and 4D transvaginal sonography. The third edition has been fully revised to provide clinicians with the latest advances in their field. Authored by an internationally recognised team of experts led by Zagreb-based Asim Kurjak and Madrid-based José Bajo Arenas, the text is further enhanced by nearly 700 ultrasound images, photographs, diagrams and tables. Key points Fully revised, third edition presenting latest advances in transvaginal sonography Highly illustrated with nearly 700 ultrasound images, photographs, diagrams and tables Internationally recognised editor and author team Previous edition (9789350904732) published in 2013",Not Available,,http://books.google.com/books/content?id=RK52DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=RK52DwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
ep21xwEACAAJ,The Grammar of Fantasy,Gianni Rodari,Education,2024-05-16,Enchanted Lion,"A collection of essays from the visionary storyteller Gianni Rodari about fairy tales and folk tales and their great advantages in teaching creative storytelling. ""Rodari grasped children's need to play with life's rules by using the grammar of their own imaginations. They must be encouraged to question, challenge, destroy, mock, eliminate, generate, and reproduce their own language and meanings through stories that will enable them to narrate their own lives."" --Jack Zipes ""I hope this small book,"" writes renowned children's author Gianni Rodari, ""can be useful for all those people who believe it is necessary for the imagination to have a place in education; for all those who trust in the creativity of children; and for all those who know the liberating value of the word."" Full of ideas, glosses on fairytales, stories, and wide-ranging activities, including the fantastic binomial, this book changed how creative arts were taught in Italian schools. Translated into English by acclaimed children's historian Jack Zipes and illustrated for the first time ever by Matthew Forsythe, this edition of The Grammar of Fantasy is one to live with and return to for its humor, intelligence, and truly deep understanding of children. A groundbreaking pedagogical work that is also a handbook for writers of all ages and kinds, The Grammar of Fantasy gives each of us a playful, practical path to finding our own voice through the power of storytelling. Gianni Rodari (1920-1980) grew up in Northern Italy and wrote hundreds of stories, poems, and songs for children. In 1960, he collaborated with the Education Cooperation Movement to develop exercises to encourage children's creative and critical thinking abilities. Jack Zipes is a renowned children's historian and folklorist who has written, translated, and edited dozens of books on fairytales. He is a professor at the University of Minnesota. Matthew Forsythe lives in Montreal where he draws and paints for picture books, comics, and animations.",Not Available,,http://books.google.com/books/content?id=ep21xwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ep21xwEACAAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
AwIKgIOG_jYC,Pinocchio,Carlo Collodi,Education,2003,Unknown,,Not Available,,http://books.google.com/books/content?id=AwIKgIOG_jYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AwIKgIOG_jYC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
Q3Q0CwAAQBAJ,"The SAGE Handbook of Curriculum, Pedagogy and Assessment","Dominic Wyse, Louise Hayward, Jessica Pandya",Education,2015-12-03,SAGE,"The research and debates surrounding curriculum, pedagogy and assessment are ever-growing and are of constant importance around the globe. With two volumes - containing chapters from highly respected researchers, whose work has been critical to understanding and building expertise in the field – The SAGE Handbook of Curriculum, Pedagogy and Assessment focuses on examining how curriculum is treated and developed, and its impact on pedagogy and assessment worldwide. The Handbook is organised into five thematic sections, considering: · The epistemology and methodology of curriculum · Curriculum and pedagogy · Curriculum subjects · Areas of the curriculum · Assessment and the curriculum · The curriculum and educational policy The SAGE Handbook of Curriculum, Pedagogy and Assessment’s breadth and rigour will make it essential reading for researchers and postgraduate students around the world.",Not Available,,http://books.google.com/books/content?id=Q3Q0CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Q3Q0CwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
8wOdAAAAMAAJ,Mentoring Beginning Teachers,Jean Boreen,Education,2000,Unknown,"Presents guidance for mentors of new teachers, explaining why mentors are needed and how to think like a coach, allow freedom to experiment, help with classroom management challenges, foster reflection, and encourage professional development.",Not Available,,http://books.google.com/books/content?id=8wOdAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8wOdAAAAMAAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
wGZlAgAAQBAJ,Handbook of Divorce and Relationship Dissolution,"Mark A. Fine, John H. Harvey",Education,2013-12-19,Psychology Press,"This Handbook presents up-to-date scholarship on the causes and predictors, processes, and consequences of divorce and relationship dissolution. Featuring contributions from multiple disciplines, this Handbook reviews relationship termination, including variations depending on legal status, race/ethnicity, and sexual orientation. The Handbook focuses on the often-neglected processes involved as the relationship unfolds, such as infidelity, hurt, and remarriage. It also covers the legal and policy aspects, the demographics, and the historical aspects of divorce. Intended for researchers, practitioners, counselors, clinicians, and advanced students in psychology, sociology, family studies, communication, and nursing, the book serves as a text in courses on divorce, marriage and the family, and close relationships.",Not Available,,http://books.google.com/books/content?id=wGZlAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wGZlAgAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
nju02AjIdZcC,The Secret of Childhood,Maria Montessori,Education,1977,Orient Blackswan,Dr Montessori s revolutionary method of education began early this century. In this classic work she expounds her conviction that in the child there are laws of growth in character and disposition as marked as those in his physical life. This book will be of great interest and importance to all those who care for the young.,Not Available,,http://books.google.com/books/content?id=nju02AjIdZcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nju02AjIdZcC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
uKQwAAAAYAAJ,The clouds of Aristophanes,Aristophanes,Education,1858,Unknown,,Not Available,,http://books.google.com/books/content?id=uKQwAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=uKQwAAAAYAAJ&source=gbs_api
KMJzCgAAQBAJ,Teaching for Learning,"Claire Howell Major, Michael S. Harris, Todd D. Zakrajsek",Education,2015-08-27,Routledge,"Despite a growing body of research on teaching methods, instructors lack a comprehensive resource that highlights and synthesizes proven approaches. Teaching for Learning fills that gap. Each of the one hundred and one entries: describes an approach and lists its essential features and elements demonstrates how that approach has been used in education, including specific examples from different disciplines reviews findings from the research literature describes techniques to improve effectiveness. Teaching for Learning provides instructors with a resource grounded in the academic knowledge base, written in an easily accessible, engaging, and practical style.",Not Available,,http://books.google.com/books/content?id=KMJzCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=KMJzCgAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
YdnK_PLtDVQC,Intelligence and how to Get it,Richard E. Nisbett,Education,2009,W. W. Norton & Company,Nisbett debunks the myth of genetic inheritance of intelligence and persuasively demonstrates how intelligence can be enhanced : the anti-Bell Curve book.--From publisher description.,Not Available,,http://books.google.com/books/content?id=YdnK_PLtDVQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YdnK_PLtDVQC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
VdhAAQAAQBAJ,Visible Learning and the Science of How We Learn,"John Hattie, Gregory C. R. Yates",Education,2013-10-08,Routledge,"On publication in 2009 John Hattie’s Visible Learning presented the biggest ever collection of research into what actually work in schools to improve children’s learning. Not what was fashionable, not what political and educational vested interests wanted to champion, but what actually produced the best results in terms of improving learning and educational outcomes. It became an instant bestseller and was described by the TES as revealing education’s ‘holy grail’. Now in this latest book, John Hattie has joined forces with cognitive psychologist Greg Yates to build on the original data and legacy of the Visible Learning project, showing how it’s underlying ideas and the cutting edge of cognitive science can form a powerful and complimentary framework for shaping learning in the classroom and beyond. Visible Learning and the Science of How We Learn explains the major principles and strategies of learning, outlining why it can be so hard sometimes, and yet easy on other occasions. Aimed at teachers and students, it is written in an accessible and engaging style and can be read cover to cover, or used on a chapter-by-chapter basis for essay writing or staff development. The book is structured in three parts – ‘learning within classrooms’, ‘learning foundations’, which explains the cognitive building blocks of knowledge acquisition and ‘know thyself’ which explores, confidence and self-knowledge. It also features extensive interactive appendices containing study guide questions to encourage critical thinking, annotated bibliographic entries with recommendations for further reading, links to relevant websites and YouTube clips. Throughout, the authors draw upon the latest international research into how the learning process works and how to maximise impact on students, covering such topics as: teacher personality; expertise and teacher-student relationships; how knowledge is stored and the impact of cognitive load; thinking fast and thinking slow; the psychology of self-control; the role of conversation at school and at home; invisible gorillas and the IKEA effect; digital native theory; myths and fallacies about how people learn. This fascinating book is aimed at any student, teacher or parent requiring an up-to-date commentary on how research into human learning processes can inform our teaching and what goes on in our schools. It takes a broad sweep through findings stemming mainly from social and cognitive psychology and presents them in a useable format for students and teachers at all levels, from preschool to tertiary training institutes.",Not Available,,http://books.google.com/books/content?id=VdhAAQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VdhAAQAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
cb6WbN-le-AC,Intercultural Language Teaching and Learning,"Anthony J. Liddicoat, Angela Scarino",Education,2013-04-22,John Wiley & Sons,"This wide-ranging survey of issues in intercultural language teaching and learning covers everything from core concepts to program evaluation, and advocates a fluid, responsive approach to teaching language that reflects its central role in fostering intercultural understanding. Includes coverage of theoretical issues defining language, culture, and communication, as well as practice-driven issues such as classroom interactions, technologies, programs, and language assessment Examines systematically the components of language teaching: language itself, meaning, culture, learning, communicating, and assessments, and puts them in social and cultural context Features numerous examples throughout, drawn from various languages, international contexts, and frameworks Incorporates a decade of in-depth research and detailed documentation from the authors’ collaborative work with practicing teachers Provides a much-needed addition to the sparse literature on intercultural aspects of language education",Not Available,,http://books.google.com/books/content?id=cb6WbN-le-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cb6WbN-le-AC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
SdIl46-Qoa4C,Onna Rashiku (Like A Woman),Karen Ogulnick,Education,1998-01-01,SUNY Press,"This book bridges theories of feminism and second language acquisition. Karen Ogulnick examines the dialectic between language learning and identity in this original and interdisciplinary book. Combining autobiographical reflections with a scholarly analysis of a diary she kept while learning Japanese in Hiroshima, her book offers rich insight into the complex interplay between gender, race, culture, social class, historical experiences, and language learning.",Not Available,,http://books.google.com/books/content?id=SdIl46-Qoa4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=SdIl46-Qoa4C&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
BEd5t6yBFwwC,Quality Assurance in Higher Education,"Don F. Westerheijden, Bjorn Stensaker, Maria Joao Rosa",Education,2007-09-04,Springer Science & Business Media,"By bringing together leading experts on quality assurance in higher education from seven countries (from Europe, the USA and South Africa), this volume intends to go several steps further than most publications on the same subject. Containing comprehensive discussion of the most relevant trends in quality assurance regulation, translation and transformation, researchers and policy makers will find an engaged, academic reflection on how quality assurance is embedded in higher education and in a dynamic way to assess its impacts and potential improvements.",Not Available,,http://books.google.com/books/content?id=BEd5t6yBFwwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BEd5t6yBFwwC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
-rgSoUm0ptYC,The Middle East For Dummies,Craig S. Davis,Education,2011-03-10,John Wiley & Sons,"Demystifies the area's culture, politics, and religions Explore Middle Eastern history from ancient to modern times Looking to better understand the Middle East? This plain-English guide explains the importance of the region, especially in light of recent events. You'll meet its people and their leaders, discover the differences and similarities between Arab and Western mindsets, and examine the wars and conflicts - including the Israeli-Palestinian turmoil - that led up to the current political situation. The Dummies Way * Explanations in plain English * ""Get in, get out"" information * Icons and other navigational aids * Tear-out cheat sheet * Top ten lists * A dash of humor and fun",Not Available,,http://books.google.com/books/content?id=-rgSoUm0ptYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-rgSoUm0ptYC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
CfJGEAAAQBAJ,Ethics and Values in Social Work,Sarah Banks,Education,2020-11-04,Bloomsbury Publishing,"With over 40,000 copies sold across its lifetime, this is social work classic from a leading international author. Synthesizing the complex ideas and concepts that characterize social work's value base, Sarah Banks expertly provides a clear and systematic account of professional ethics in relation to social work practice, framed within a global context. Ethics and Values in Social Work is co-published with the British Association of Social Workers (BASW) and this fifth edition provides revised and updated analysis of professional regulation and codes of practice. Written with Banks' trademark accessibility and theoretical rigour, this updated edition continues to be a relevant and invaluable resource for all students taking Ethics and Values modules at both undergraduate and postgraduate levels, as well as educators and practitioners of social work. New to this Edition: - Revised and updated analyses of professional regulations and codes of practices - Updated case studies with an increased number of global examples of social work practice - More cases featuring adults",Not Available,,http://books.google.com/books/content?id=CfJGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=CfJGEAAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
J27uAAAAMAAJ,The New Meaning of Educational Change,Michael Fullan,Education,2007,Unknown,"Over the last few decades there have been attempts at planned educational change. The benefits have not equalled the cost. Fullan distils from these experiences lessons about how to cope with, and influence, educational change.",Not Available,,http://books.google.com/books/content?id=J27uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=J27uAAAAMAAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
0v0kAQAAIAAJ,Scaffolding Children's Learning,"Laura E. Berk, Adam Winsler",Education,1995,Unknown,Alberta Authorized Resource for kindergarten 1997-2002.,Not Available,,http://books.google.com/books/content?id=0v0kAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0v0kAQAAIAAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
_XtqDwAAQBAJ,Understanding How We Learn,"Yana Weinstein, Megan Sumeracki, Oliver Caviglioli",Education,2018-08-22,Routledge,"Educational practice does not, for the most part, rely on research findings. Instead, there’s a preference for relying on our intuitions about what’s best for learning. But relying on intuition may be a bad idea for teachers and learners alike. This accessible guide helps teachers to integrate effective, research-backed strategies for learning into their classroom practice. The book explores exactly what constitutes good evidence for effective learning and teaching strategies, how to make evidence-based judgments instead of relying on intuition, and how to apply findings from cognitive psychology directly to the classroom. Including real-life examples and case studies, FAQs, and a wealth of engaging illustrations to explain complex concepts and emphasize key points, the book is divided into four parts: Evidence-based education and the science of learning Basics of human cognitive processes Strategies for effective learning Tips for students, teachers, and parents. Written by ""The Learning Scientists"" and fully illustrated by Oliver Caviglioli, Understanding How We Learn is a rejuvenating and fresh examination of cognitive psychology's application to education. This is an essential read for all teachers and educational practitioners, designed to convey the concepts of research to the reality of a teacher's classroom.",Not Available,,http://books.google.com/books/content?id=_XtqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_XtqDwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
eCUlDwAAQBAJ,"History, Theory and Practice of Philosophy for Children","Saeed Naji, Rosnani Hashim",Education,2017-04-21,Taylor & Francis,"This book on Philosophy for Children (P4C) is a compilation of articles written by its founders and the movement‘s leaders worldwide. It comprises four parts: 1) history, philosophy and theoretical foundations; 2) specialized uses of philosophical dialogues; 3) theoretical concerns; and 4) the issues and challenges in the implementation of P4C worldwide. The book concludes with a notable review of the progress of P4C, the obstacles, and its international spread to over 60 countries. These penetrating insights make the book an incredibly rich resource for anyone interested in or involved with implementing a P4C programme.",Not Available,,http://books.google.com/books/content?id=eCUlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eCUlDwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
SGDWYakEbm4C,Reading Series Fiction,Victor Watson,Education,2013-04-15,Routledge,"This book investigates the 'series' in children's literature. The works of several well-known children's authors - UK and the US, traditional and contemporary - are analyzed, and using these examples, the book explores the special nature and appeal of series writing for children. As well as providing an historical overview of the series, the author raises important questions about the nature of literary criticism applied to children's literature.",Not Available,,http://books.google.com/books/content?id=SGDWYakEbm4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=SGDWYakEbm4C&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
WD6go4xA2kYC,SAGE Handbook of Education for Citizenship and Democracy,"James Arthur, Ian Davies, Carole Hahn",Education,2008-07-31,SAGE,"The SAGE Handbook of Education for Citizenship and Democracy brings together new work by some of the leading authorities on citizenship education, and is divided into five sections. The first section deals with key ideas about citizenship education including democracy, rights, globalization and equity. Section two contains a wide range of national case studies of citizenship education including African, Asian, Australian, European and North and South American examples. The third section focuses on perspectives about citizenship education with discussions about key areas such as sustainable development, anti-racism, and gender. Section four provides insights into different characterizations of citizenship education with illustrations of democratic schools, peace and conflict education, global education, human rights education etc. The final section provides a series of chapters on the pedagogy of citizenship education with discussions about curriculum, teaching, learning and assessment.",Not Available,,http://books.google.com/books/content?id=WD6go4xA2kYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WD6go4xA2kYC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
PNWVemQt1jMC,Ethics and the University,Michael Davis,Education,1999,Psychology Press,"Providing an analysis of academic ethics, this text explores how ethics can be integrated into the university curriculum and what part particular cases should play in the teaching of ethics.",Not Available,,http://books.google.com/books/content?id=PNWVemQt1jMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PNWVemQt1jMC&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
KUxDEAAAQBAJ,The Education Debate,Stephen J. Ball,Education,2021-09-21,Policy Press,"This is a book for students who need a guide to the education debate. Besides examining general trends in education policy, the book concentrates on school policies and politics, with asides to and examples from other sectors where relevant.",Not Available,,http://books.google.com/books/content?id=KUxDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=KUxDEAAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
j4OQDwAAQBAJ,The Squiggly Career,"Helen Tupper, Sarah Ellis",Education,2020-01-09,Penguin UK,"THE NO.1 SUNDAY TIMES BUSINESS BESTSELLER 'The Squiggly Career is about navigating work in a way that suits you, it's a timely and brilliant handbook for now' Stylist 'A brilliant guide. Read it and get the tools you need to thrive in your career now and in the future' Marie Forleo, author of Everything is Figureoutable 'Logical, practical and based on tried and tested models' Financial Times's Book of the Month Career ladders and jobs for life are a thing of the past Today, we're living in a world of squiggly careers, where moving frequently and fluidly between roles, industries, locations, and even careers, is becoming the new normal. Squiggly careers can feel stressful and overwhelming, but if you know how to make the most of them, they can be full of opportunity, freedom and purpose. And to make the most of our increasingly squiggly careers we need to answer some important questions: What am I good at? What do I stand for? What motivates and drives me? Where do I want to go in the future? In The Squiggly Career, you'll learn how to: - Play to your super strengths - Discover your values - Overcome your confidence gremlins - Build better support networks - Explore your future possibilities Packed with insights about the changing shape of work and inspiration from highly successful people, this book will fuel your growth and help you be happier, and ultimately more successful in your career.",Not Available,,http://books.google.com/books/content?id=j4OQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=j4OQDwAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
NlABEAAAQBAJ,The Social Sciences in a Global Age,Dipankar Sinha,Education,2020-11-25,Taylor & Francis,"The book focuses on the status and role of the social sciences in the current millennium. Drawing inspiration from a range of theorists, it critically examines the key debates on the social science stream and focuses on its ir/relevance in our times in the background of changing state-market dialectics. It specifically scrutinises knowledge politics of the global times to reveal how the neoliberal project aligns and fuses steep economic ‘conditionalities’ with professional cultural parameters of higher academia to constrain autonomy and weaken radical expressions in social science pedagogy and research. Asserting that the humanistic core of social sciences has the potential to resist acts of reducing knowledge to a monochromatic form, the book argues that the social science stream can challenge and resist such hegemonic ambitions. It also identifies and analyses the contradictions, dilemmas, predicaments and false steps of social scientists, and avoids a reductive approach based on the ‘west versus non-west’ binary. The volume will be of interest to scholars and researchers of the social sciences in general, and of sociology/politics of knowledge, political theory, political sociology and education in particular.",Not Available,,http://books.google.com/books/content?id=NlABEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=NlABEAAAQBAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
hwMmAQAAIAAJ,Research Methods in Education,William Wiersma,Education,1969,Unknown,"B> A classic in its field, Research Methods in Education retains the clear, concise writing style and organization that has made the book so popular. It helps with the evaluation of research literature as well as the mastering of research methodology. It emphasizes the rationale for commonly used research procedures and their applications. The nature of educational research is outlined and the steps in the research process are clearly defined. Because identification of a research problem is so important, the entire second chapter is devoted to this topic. It has been updated with a new chapter on evaluating research papers, additional information on computers and software used in research, and a data disk consisting of three data sets that accompanies the text. The book is broad in scope covering both quantitative and qualitative research methodologies as well as sampling designs, measurement, data collection, preparation of data sets for computer analysis, statistical procedures, and reports. For anyone interested in the research methodology for education and educational psychology.",Not Available,,http://books.google.com/books/content?id=hwMmAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=hwMmAQAAIAAJ&dq=subject:Education&hl=&as_pt=BOOKS&source=gbs_api
